name,acc,macro_f1,weighted_f1,roc_auc_macro,pr_auc_macro
effnet_baseline,0.86,0.8523405922110825,0.8604872032069073,0.9737106247924819,0.9169854660384595
effnet_cbam,0.86,0.8517119920900189,0.8607882887330898,0.9716125423082083,0.9167087743736728
