name,acc,macro_f1,weighted_f1,roc_auc_macro,pr_auc_macro
effnet_baseline,0.84,0.8345166708154151,0.8410791152007278,0.9698926794654483,0.9049156198208042
effnet_cbam,0.855,0.8536202489171123,0.8577948209091341,0.9735049536674738,0.9212854205032924
